,Label,Serving Size,Calories,Fat,Cholesterol,Sodium,Carbs,Protein
4609,AsianStation,6oz,979,55.2,35.6,2418.7,97.5,23.9
4610,RoastedYellowSquash,4oz,90,6.2,0,87.5,8.7,1.8
4611,CornedBeef,6oz,162,5.1,60.8,992.3,0,28.4
4612,GrilledChickenwithPineappleSalsa,6oz,401,17.3,153.1,416.6,15.3,44.7
4613,PineappleSalsa,1oz,22,0.2,0,25.3,4.9,0.7
4614,CornontheCobwithQuesoFresco,1each,236,17,14.9,315.9,19.9,3.8
4615,Lentil&CactusSoup,12oz,225,3,0,884.7,38.9,12.3
4616,JicamaSlaw,4oz,35,0.5,0.2,133.5,7.4,0.8
4617,CilantroLimeArcadianRedFish,6oz,298,13.1,91.9,386.9,1.8,41.2
4618,SteamedFreshCarrots,4oz,46,0.3,0,290.4,10.9,1.1
4619,"VegetarianStyle""ChickenBurrito""",1each,493,12.9,14.9,1004.8,50.6,44.7
4620,CatchoftheDay,6oz,52,0.9,23.4,32.8,0,10.3
4621,Potato&KaleSoup,12oz,75,1,0,820.4,7,2.3
4622,Cauliflower&MushroomSoup,12oz,75,2.2,4.5,871.3,12.7,2.3
4623,SwissChardSoup,6oz,35,1,0,355.1,6,1.6
4624,RootVegetableSoup,12oz,42,0.9,0,869.4,8.1,0.9
4625,ChipotleBlackBeanSoup,12oz,108,1.2,0,1144.1,20.9,4.5
4626,MexicanVegetableSoup,12oz,83,0.7,0,1195.2,16.3,4.4
4627,"KoreanGardein""Beef""Bulgogi",6oz,635,24.2,5.3,1698.6,45.6,60.5
4628,"VietnameseGardein""Beef""&GreenBeanStirFry",6oz,267,6.6,0,673.1,17.3,33.9
4629,BowtiePasta,4oz,459,3.1,2.5,1.3,87.9,15.1
4630,LinguiniwithVegetables,4oz,249,2.5,0,539.2,47.1,8.1
4631,FagioliPasta,8oz,464,4.6,2.1,1060.9,84.2,20
4632,"Gardein""FISHFILET""Donburi",6oz,424,20.3,0,2528.6,37.8,23.6
4633,BakedAtlanticSpinyDogfish,6oz,261,9,86.8,350.9,6.3,36.7
4634,TequilaLimeChipotleSalmon,6oz,259,13.2,100.1,1308,4.1,26.3
4635,HorseradishDijonSpread,1oz,172,18.7,18,225.9,0.4,0.3
4636,PestoMayonnise,1oz,190,20.7,16.6,238.1,0.3,0.3
4637,MediterraneanChickenKabob,1each,234,12.5,102.1,170,0.1,28.4
4638,MediterraneanBeefKabob,1each,260,14.3,90.2,148.2,0.1,30.7
4639,AsianGingerCod,1each,181,4.8,63.3,878.7,7.2,25.5
4640,SteelheadTroutwithVerdeRagut,6oz,425,23.8,108.4,324.6,13.4,38.8
4641,BakedTilapiaFlorentine,1each,212,8.8,17.4,471.6,8.1,25.7
4642,DijonCrustedSteelheadTrout,6oz,371,16.3,118.5,823,13.8,39.7
4643,TortelliniPrimaverawithPomodoro,8oz,300,10.1,41.6,1634.4,37.8,16.4
4644,AdobadoPork,6oz,338,11,96,290.5,20.5,37.7
4645,PorkFricassee,6oz,594,43.1,214,413,10.6,39.2
4646,ChickenParmesan,6oz,420,11.3,178.1,1631.8,31.4,46.8
4647,ChickenFajitas,1each,700,34.6,39.2,1084.7,72.4,27.4
4648,QuinoaPilaf,4oz,95,3,0,244.5,13.9,1.9
4649,MayanCouscous,4oz,268,1.5,0,71.9,53.4,10
4650,FlameThrowerBurger,1each,724,49.2,161.3,1498.7,26.6,42.8
4651,WhiteSpiceyCheeseSauce,1oz,121,9.7,31.3,388.8,1.9,6.7
4652,FriedJalapeno,16oz,49,0,0,318.3,10.7,1.5
4653,GrilledVegetables,1oz,39,3.5,0,2.2,1.7,0.4
4654,"Gardein""MEATBALL""VegetarianEnchilada",1each,652,33.1,30.4,1357.9,63.3,30.7
4655,OrangeSectionsNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4656,GrapefruitSectionsNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4657,DeliSandwich,1each,289,7.4,60.8,334.7,20.2,32.1
4658,PineappleCup,1cup,136,0.2,0,2.3,35.6,1
4659,CantaloupeCup,1cup,77,0.4,0,36.3,18.5,1.9
4660,HoneyDewCup,1cup,136,0.2,0,2.3,35.6,1
4661,PuddingParfaitVanillaCup,1each,47,3.8,0,0,3.8,0
4662,ChickenMarasalaSteak,1each,364,10.2,84.7,883.9,30.4,35.2
4663,TripleDeckerGrilledCheese,1each,1118,28.9,56.7,3053.7,170.4,41.6
4664,ChiliCheeseDog,1each,985,65,162,2685,56.5,45.3
4665,GrilledCheeseBaconTomato,1each,649,31.6,82.7,2053,60.3,29.9
4666,PIzzaCheeseSteak,1each,572,34.9,97.7,789.4,29.7,32.4
4667,BuffaloChickenCheeseSteak,1each,449,18.3,109.3,2235.9,32.8,36.5
4668,CheeseSteakHoagie,1each,704,50.2,117.9,915.9,30.4,30.7
4669,GeneralTsoChickenSteak,1each,340,3.6,65.8,626.3,42.1,31
4670,ThaiChiliSteak,1each,490,30,79.6,361.6,27.8,24.8
4671,TexasTommyDog,2each,505,27.4,60.9,1233,45.5,20.1
4672,GrilledCheesewithSauce,1each,522,21.8,56.7,1521.2,60.1,21.2
4673,NeahBayRockfishToppedwithBruschetta,6oz,427,24.1,81,357.2,6,43.6
4674,AcadianRedfishwithShrimpCreoleSauce,1each,209,5.8,82.4,940.1,6.6,31.5
4675,CilantroLimeSalmon,6oz,231,12.1,67.4,291.5,2.3,29.2
4676,RaspberrySauceforBurgers,2oz,110,0,0,0.3,35.9,0.3
4677,RodeoBurger,1each,1027,64.8,160.1,1897.1,65,47.4
4678,Farmer'sBurger,1each,897,60.9,345.2,1126,28.6,56.2
4679,FriedPlantainChips,1oz,163,3.3,0,4.5,36.2,1.5
4680,HoneyDippedChickenNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4681,CaribbeanBlackEyedPeasStew,12oz,136,2.3,0,285,26.1,3.5
4682,Harira(NorthAfricanSoup),12oz,292,9.5,45.1,373.9,28.9,23.4
4683,FriedChickenBreastSandwich,4each,413,18.1,55,764.7,40.6,21.3
4684,BaconCheddarBurgerGrilledOnionMac&Cheese,4oz,777,32.6,95.5,496,82.3,33.8
4685,BuffaloChickenMac&Cheese,4oz,543,34.8,94.2,1924.1,31,22.4
4686,WingBar,1each,577,31.2,209.5,3744,38.3,33.3
4687,Mac&CheeseWingBar,1each,1129,54.9,261.6,3752.4,98.6,57.4
4688,Yogurt&FruitBar,10oz,279,5.2,11.4,181.9,46.5,13.5
4689,BentoBoxwithTunaonWheat,1each,167,8.4,24.1,255.8,14.1,10.6
4690,BentoBoxwithSmokedTurkey,1each,184,7.1,46.2,450.6,9.3,19.9
4691,BentoBoxwithTurkeyon7Grain,1each,243,13.5,7.5,433.7,28.9,7.9
4692,SpicyChickenSummerRoll,1each,407,28.9,95.4,876.6,10.2,26.4
4693,BentoBoxChancellorGreenWrap,1each,261,8.6,0,359.2,42.1,5.9
4694,BentoBoxChickenCaesarWrap,1each,353,15,34.9,729.7,37.1,19.3
4695,BentoBoxChipotleChickenWrap,1each,406,15.8,76,569,37.4,28.8
4696,BentoBoxSummerVeggieRoll,1each,8,0,0,4.1,1.8,0.4
4697,BentoBoxwithSpicyChickenRoll,1each,8,0,0,4.1,1.8,0.4
4698,BentoBoxwithChickenSaladon7Grain,1each,341,29,47.7,504.1,5.3,12.2
4699,"Egg,Turkey&CheeseTortilla",1each,240,10.3,238.8,500.2,21.9,17
4700,"Egg,Ham&CheeseTortilla",1each,240,10.3,233.7,702.7,21.4,16
4701,Egg&HamTortilla,1each,210,7.8,225.7,567.8,21.1,14.5
4702,"Egg,Turkey,AmericanCheeseTortilla",1each,240,10.3,238.8,500.2,21.9,17
4703,Kale&CabbageSaladBlend,6oz,71,0.8,0,62.9,14.8,4.3
4704,BreakfastVegetableTortillas,1each,261,14.1,25.2,281.6,24.2,10.6
4705,PankoBreadedTofuPomodoro,6oz,284,4.5,0,2058,50.9,10
4706,ItalianVegetableSoup,12oz,53,2.5,0,329,6.8,1.6
4707,RoastedYamsSoup,12oz,24,1.4,0,337.7,2.6,0.2
4708,ChickpeaHoneyGarlicLimeVinaigrette,2oz,169,2.6,0,264.7,33.1,5.4
4709,RoastTurkeyToppedwithChickpeaSalad,8oz,481,13.5,107.2,539.6,41,47.7
4710,QuinoaEnchiladaCasserole,6oz,263,9.5,18.8,610.9,32.8,13.5
4711,PortobellowithArtichokes&SpinachStuffing,8oz,127,4.8,9.3,634.3,19.6,11.3
4712,SearedSalmonwithGingerChiliGlazeAsianSlaw,6oz,311,13.8,100.1,1556.4,16.7,27.3
4713,HotDog&BeanSoup,12oz,173,9.5,18.1,710.8,14.6,7.7
4714,WhiteBeanSausage&HamSoup,12oz,145,6,13.6,1070.7,13.1,9.9
4715,BraisedSwissSteakwithOnions&Pepper,1each,183,9.6,24.5,1141.6,13.9,11.3
4716,GreekStyleSalmonwithAvocadoTzatziki,6oz,343,19.9,103.7,1545,12.8,28.7
4717,AvocadoTzatzikiSauce,1oz,28,2.6,1.2,76.9,1.5,0.4
4718,CoconutBasmatiRice,4oz,84,4.6,0,70.7,10.1,1.2
4719,BakedRedfishwithTomato&CucumberSalad,8oz,379,13.1,91.9,665.3,20.2,43.5
4720,RedBean&RiceSoup,12oz,116,0.7,0,1129.3,22.3,6.2
4721,VeganRedLentilSoup,12oz,313,5.5,0,109.2,51.4,16.3
4722,VeganMushroomBourguignonne,8oz,165,1.5,0,638.1,24.9,7.9
4723,GeneralTsoTofu,6oz,243,7,0,1384.1,32.4,12.7
4724,BakedRedFishFlorentine,1each,368,14.3,122.5,520,2,54.9
4725,CreamofCarrot&CurrySoup,12oz,354,30.4,105.2,1317.7,17.2,4.8
4726,CreamofRoastedCauliflowerSoup,12oz,481,31.4,88.4,514.6,36.3,14.2
4727,PolentaToppedwithMushroomBourguignonne,1each,223,5.8,9.3,357.7,34.3,7.2
4728,RoastPorkProvencal,6oz,352,17.7,115.9,620.3,7.1,37.8
4729,PizzaSauce,1oz,8,0,0,105.8,1.6,0.4
4730,Chicken&Quinoa,8oz,367,18.7,89.9,1029.1,18.2,28.8
4731,SpicyVeganPotatoCurry,6oz,402,17.3,0,518.5,56,9.8
4732,ItalianSausageSoup,12oz,136,6.1,12.7,1445.8,13.2,8.1
4733,ZucchiniBlackBean&AztecRice,6oz,441,13.8,29.8,530.6,62.2,20.3
4734,Quinoa&LentilCurry,6oz,707,39.8,2.4,1354.1,72.8,23.2
4735,CouscouswithSundriedTomato,4oz,305,3,0,38.6,60.5,10.3
4736,SouthwestChicken,6oz,120,9.9,0.2,177,7.7,1.3
4737,CannelliniwithFeta&Farfelle,4oz,764,8.2,8.4,503,140.5,29.3
4738,RainbowVegetables&RiceStickNoodles,8oz,350,1.2,0,179.7,79.1,6.9
4739,BBQCauliflower&ChickpeaTacowithCreamyLimeSlaw,2each,350,12.7,6.7,434.1,51.3,10.9
4740,HerbMarinatedRoastChicken,1each,602,37,329.2,255.5,0.5,62.5
4741,GrilledShrimpCaesarSalad,1each,465,34.6,242.2,1192.8,10.2,29.7
4742,EdamameKaleQuinoaSalad,1each,309,10.7,0,989.8,44.5,16
4743,GrilledShrimp,1each,49,3.8,29.9,135.1,0.5,3.3
4744,Fettuccini,4oz,542,7.1,0,9.6,97.8,16.7
4745,BabyCarrots,4oz,42,0.8,0,279,8.8,0.7
4746,WildRiceBlend,4oz,192,0.6,0,916.8,41.4,6.1
4747,SpicyMac&CheeseBalls,3each,199,7.7,109.8,263.6,18.7,13.2
4748,CurryStock,1oz,3,0,0,113.7,0.6,0.1
4749,SideFruitSalad,3oz,50,0.2,0,18.9,12.4,0.8
4750,RoastedTurkeyHoagie,1each,307,9.6,83.9,271.1,17.9,36.1
4751,GrilledBeefBurger,1each,462,23.9,107.2,683.3,25.5,34.5
4752,PotatoVegetableBarleySoup,12oz,107,1.6,0,1052.8,17.3,2.6
4753,GrilledSalmon&SpinachSalad,1each,219,11.2,54.2,352.7,7.3,24.2
4754,SouthwestGrilledChickenSalad,1each,852,42.1,220.3,590.4,30.8,85.5
4755,Romaine&KaleSaladwithCrispyChicken,1each,638,15.6,287.2,1354.2,54.8,49.3
4756,GrilledChickenSalad,1each,306,11.3,60,605.8,19.9,29.6
4757,ChickenFrancaise,4oz,526,23.9,200.1,467.9,27.2,50.1
4758,ButternutSquash&BrusselsSprouts,4oz,86,4.2,10.1,242.1,11.5,2.1
4759,BraisedKale&Cabbage,4oz,115,5.4,0,58.2,15.5,4.4
4760,GrilledVeggieProvoloneCiabatta,1each,546,28.5,42.6,996.7,51.1,24.2
4761,Egg&CheeseTortilla,1each,202,8.7,170.5,316.9,21.1,9.9
4762,"EggWhite,Spinach&CheddarTortilla",1each,289,11.5,29.8,490.3,23.2,22.8
4763,CelerySticks,1each,90,0.2,0,898.7,21.4,1.3
4764,Celery&Carrots,1each,109,0.3,0,903.7,25.9,1.3
4765,Ham&SwissonOnionRoll,1half,237,10.7,46.1,768,15.8,18.3
4766,CrispyChickenonSundriedTomatoRoll,1half,319,15.9,42.6,520.4,22.5,15.5
4767,Turkey&CranberryonOnionRoll,1half,247,10.2,27.6,415.8,24.8,15.9
4768,Tomato&MozzarellawithBasilonSundriedTomatoRoll,1half,235,19.7,44.8,356.4,1.8,12.7
4769,ParmesanCrustedCodFish,6oz,287,8.9,72.4,411.8,20.9,28
4770,HalfSandwich,1each,0,0,0,28.4,0,0
4771,GlutenFreeCauliflowerPizzaCrustPizza,1each,332,18.8,205.9,860.8,16.7,28.1
4772,RoastRedPepperMayonnise,1oz,162,17.6,16,211.2,0.4,0
4773,SweetPotatoCasserole,4oz,111,4.8,13.1,13.5,17.3,1
4774,OvenFriedChicken,2each,1104,67.7,257.8,960.5,58.1,64.3
4775,BlackEyedPeasSoup,12oz,93,2.7,0,603.4,15.5,2.2
4776,PastaPrimavera,8oz,726,9.4,6.1,896,130.3,26.2
4777,GALFajitasChicken,1each,411,16.3,75.7,714.6,36.2,26.8
4778,FlatbreadPizza,1each,450,14,36.3,1262.6,58.8,23.5
4779,PizzaSausageCrumbles,1oz,50,3.9,8.2,174.5,0.6,2.8
4780,PolentawithBlueCheese&CreamedSpinach,6oz,282,13.4,29,673.3,33.2,9.3
4781,StuffedMushroomswithAncientGrains&CheeseBlend,1each,15,0.8,2.8,24,0.9,1.2
4782,ShrimpCocktail,5oz,236,3.2,214.8,2069,29.3,25.6
4783,Asparagus&BalsamicGlaze,4oz,28,0.5,0,39.5,4.8,2.6
4784,MushroomStuffedSeafoodCakes,4oz,359,24.2,65.7,837.2,18.5,17.1
4785,ChocolateMousse,4oz,151,15,67.6,20.3,3.5,1.3
4786,BlackBeanBrownie,1each,113,0.9,27.1,64.9,22.5,4.3
4787,CucumberYogurtSalad,4oz,73,1.2,6.8,164.1,9.2,6.4
4788,ChickpeaToamtoSalad,4oz,118,2,0,198.6,20.4,6.2
4789,TomatoRedOnionSalad,4oz,54,2.6,0,8711.1,7.3,1.5
4790,RicePudding,8oz,347,7.2,27.4,102.8,60.7,9.3
4791,StrawberryOatmeal,12oz,164,3,0,7.1,31,5
4792,PeachOatmeal,12oz,158,3,0,6.6,29.2,5.1
4793,RaspberryOatmeal,12oz,150,3,0,6.6,28.4,5
4794,BananaOatmeal,12oz,169,3,0,7.1,31.7,5.1
4795,BlueberryOatmeal,12oz,158,3.1,0,6.8,28.9,5
4796,RoastedBrusselsSproutswithRoastGarlicOliveoil,4oz,83,1.8,0,444.2,14.8,4.9
4797,Turkey&CheddarWrap,1each,450,24.9,97.5,1042.3,28.1,30.9
4798,MediterraneanChicken,3oz,194,9.6,81.6,109.8,2.4,23
4799,AsianSauce,1oz,43,3.6,0,253.5,2.4,0.5
4800,GardeinMeatlessMeatStrtipsAsianStyle,6oz,414,12,0,1246.2,22,54.7
4801,RoastedYellowSquash,6oz,94,6.2,0,88,9.5,1.8
4802,GardeinMeatlessFajitas,2each,509,16.3,0,706.2,58.5,34.4
4803,PolloenCazuelaStewedChicken,7oz,194,8,68.6,405,8.7,20.1
4804,SausageEgg&CheeseBreakfastEnglishMuffin,1each,615,40.3,514.4,1386.8,27.2,36.1
4805,FreshGuacamole,3oz,99,8.8,0,117.1,6.3,1.5
4806,ChickpeaHummusMediterranean,4oz,300,23.6,0,167.6,15.7,8.1
4807,PestoChickpeaHummusMediterranean,4oz,254,19,0.8,199.8,14.7,7.7
4808,BlackBeanSalsaHummusMediterranean,4oz,224,13.5,0,216.1,18.6,8.5
4809,SrirachaHummusediterranean,4oz,239,16.7,0,370.2,15.8,8.2
4810,HummusSNackPacket,1each,600,37.2,105.7,820.5,54.6,17.9
4811,RoastRedPepperHummusMediterranean,4oz,243,16.3,0,196.2,17.3,8.3
4812,ChickenCornChowder,12oz,215,8.2,48.6,487,22.7,13.5
4813,ChickenMurphy,6oz,479,27.6,118.1,1032.6,11.8,37
4814,ThaiCurryTofu,6oz,0,0,0,1.2,0,0
4815,WholeWheatPennePasta,8oz,0,0,---,425.2,0,0
4816,LiteWhiteBreadNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4817,LiteWheatBreadNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4818,MarbleRyeBread,1each,1170,15,0,2993.8,219.1,38.6
4819,BabyShells,4oz,137,2.6,5.1,2,23.5,4.5
4820,Saut�edBroccolini,4oz,74,5.4,0,79.6,6.4,1.7
4821,VegetarianRefriedBeans,7oz,174,3.6,0,886.5,68.8,9.8
4822,SpanishRice,4oz,262,4.2,0,612.6,49.3,5.8
4823,ChickenRivera,4oz,566,35.7,128.8,366.2,12.7,45.4
4824,ChickenRosaMarino,6oz,387,17.8,106.7,998.3,23,39.8
4825,MeatLasagna,10oz,512,25.2,153.6,1045.6,32.5,37.6
4826,SearedTurkeyMedallions,6oz,342,14.5,71.4,134.9,21.2,29.4
4827,VegetablePaella,4oz,253,3.7,0,366.2,47.9,5.8
4828,RoastPorkLoin&DemiGlaceSauce,6oz,331,16.2,95.7,795.3,7.1,38.2
4829,GreekStyleChickenBreast,6oz,382,14.6,113.5,792.4,20.1,40.7
4830,BBQBabyBackRibs,1each,0,0,---,1771.9,0,0
4831,PanSearedChickenBreast,6oz,340,12.2,96.4,315.2,17.8,37.7
4832,CheeseLasagna,10oz,568,24.8,146.6,2302.9,47.2,39.4
4833,GrilledTurkeyBruschetta,6oz,287,14.5,83.9,146,4.2,33.5
4834,ChipotleChickenFlautas,1each,667,40.1,158.1,1164,32,44.5
4835,VillaPizzaDough,24oz,1588,10.3,62.5,4216.1,329.1,46.1
4836,ChickenMargharidaRollentini,2each,441,12.7,203,550.8,1.2,75.6
4837,JamaicanJerkMarinade,1oz,51,2.3,0,1897.5,2.8,4.1
4838,SpanishChickenParm,2each,1173,56.3,363.3,1321,62.5,102.2
4839,ChickenPortobello,2each,688,45.1,138.6,497.9,28.8,22
4840,SteelheadTrout&LimeCaperSauce,4oz,324,18.8,102.6,628.7,8.4,25.5
4841,ChickenRiviera,4oz,577,37.9,211.2,458.3,8.1,47.3
4842,PollackOreganato,4oz,692,40.1,124.3,1286.7,42.9,37.4
4843,ChickenSaltimboca,4oz,580,31.7,191.4,1885.7,12.4,58.3
4844,ButternutSquash,12oz,180,14.2,48.1,363.9,13.7,1.5
4845,VegetableStock,1ozl,12,0.1,0,191.2,2.6,0.1
4846,HummusDisplay,4oz,307,16.9,0,370.4,31.3,10.2
4847,GrilledHomestyleBurger,1each,845,61.9,167.4,1766.3,33.1,40.7
4848,GrilledHomestyleBurger,1each,896,54.4,185.6,1229.5,62.2,46.9
4849,StrawberryShortcakeParfait,1each,228,7.7,0,270,39.4,2.7
4850,GrilledHomestyleBurger,1each,920,63.5,192.7,2462,27.8,56.5
4851,GrilledHomestyleBurger,1each,854,55,163.7,1909.5,36.3,50.8
4852,HotRoastBeef&CheddarSandwich,1each,297,15.5,90.5,257.1,0.4,35.4
4853,SmokedTurkey&PepperJack,1each,664,23.2,111.4,1423.3,67.5,46.5
4854,BuffaloChickenToastedSandwich,1each,935,41.9,190.4,3406.1,52.3,64.2
4855,ItalianToastedSandwichwithFreshMozzarella,1each,701,41.7,151.1,2885.4,29.6,49.9
4856,SausageEgg&CheeseTornadoNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4857,ChickenSouthwestTornadoNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4858,BaconEgg&CheeseTornadoNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4859,FrenchToast&SausageTornadoNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4860,Beef&CheeseTornadoNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4861,ChickenGreenChiliTornadoNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4862,BBQChickenSalad,1each,417,9.2,48,1355.7,43.8,26.3
4863,Fruit&YogurtParfait,1each,285,5.7,14.2,256.1,46.8,16.1
4864,RedGrapes,1each,156,0.4,0,4.5,41.1,1.6
4865,OrangeGingerVinaigrette,1oz,29,0.6,0.1,96.8,5.4,0.2
4866,MixedFruitSalad,1cup,84,0.3,0,24.9,21.3,1.2
4867,ChefSalad,13oz,287,14,218.9,736.6,13.9,27.8
4868,GrilledChickenCaesarSalad,1each,280,15.4,63,646.3,7.9,28.6
4869,ChickenCobbSaladwithBacon,16oz,425,22.8,404.6,830.8,13,41.6
4870,GardenSalad,14oz,98,0.4,0,71.6,18.2,4.2
4871,MediterraneanGrilledChickenSalad,1each,620,46.6,85.2,911.9,20.3,33.3
4872,ChickenSalad,4oz,432,33.5,92.3,278.9,7,23.6
4873,EggSalad,4oz,318,29.5,344,292.3,0.8,11
4874,TunaSalad,4oz,290,22.7,58.1,551,1.1,20.4
4875,ThaiChickenWrap,1each,438,13.4,96.8,582.5,35.4,42.1
4876,BuffaloChickenWrap,1each,1019,58.5,119.3,3403.4,57.7,44.7
4877,CaliforniaTurkeyWrap,1each,874,51.4,131.6,2643.9,52.7,51.9
4878,ChickenCaesarWrap,1each,830,53.5,69.8,1868.6,53.6,37.7
4879,CrispyChickenWrap,1each,641,28.4,85.6,1439.5,47.9,32.4
4880,GrilledVegetableWrap,1each,528,26.1,15.3,856.9,57.4,15.9
4881,HotOpenFaceTurkeySandwich,1each,411,11.2,89.8,530.5,36.4,38.8
4882,RoastBeef&CheddaronanOnionRoll,1each,798,46.9,181.8,1056,28.3,62.3
4883,BistroBeefonaPortugueseRoll,1each,644,30.2,106.9,1068.4,39.7,47.7
4884,CaliforniaTurkeyClub,1each,704,49.4,144.9,2017,21.2,44.3
4885,CrispyChickenSandwich,1each,604,20,98.1,1016.5,49.4,41.2
4886,GrilledChickenSandwichonaFicelle,1each,313,19.3,61.6,699.1,7.5,26.9
4887,ItalianHoagieonaFicelle,1each,347,20.6,92.6,1947.9,5.8,33
4888,Turkey&SwissonFicelle,1each,299,15,110,816.7,7.6,36.6
4889,GrilledChickenSandwichonRoll,1each,388,13.2,60,898.2,36,31.3
4890,Ham&SwissonanOnionRoll,1each,500,22.1,104.8,1918,30.7,41.3
4891,PrincetonPocketonanPortugueseRoll,1each,567,31.9,88,1480.2,31.2,35.9
4892,SmokedTurkeySwissonan7GrainRoll,1each,558,22.2,102.8,1511.3,56.9,50.6
4893,Tomato&FreshMozzarellaSandwich,1each,531,42.2,92.9,941.5,10.6,27.9
4894,Turkey&CranberryonanOnionRoll,1each,605,28.5,72.9,1013.9,50.1,42
4895,TunaSandwichonaWholeWheatClubRoll,1each,341,24.4,72.2,709.9,3.6,28
4896,MandarinAsianChickenWrap,1each,548,12.1,96.4,742.8,63.8,43.2
4897,ChickenChipotleWrap,1each,719,31.4,152,1112.9,52,55.8
4898,SouthwesternSmokedTurkeyWrap,1each,569,24.1,110.2,1477.9,40.4,46.8
4899,VegetarianHummusWrap,1each,578,25.9,5,858.5,71,19.6
4900,CheesePlatewithFruit&Pepperoni,1each,470,35.5,104.5,827.3,14.4,25.1
4901,PuddingParfaitChoclateCup,1each,449,14.4,0,486.6,73.6,6.3
4902,VegetableCruditeCup,1each,353,31.9,9.9,750.6,12.2,1.6
4903,SweetChocolateRicotta,3oz,167,7.3,21.1,106.2,17.8,8.1
4904,FreshWhippedCream,1oz,116,11,40.6,11.3,4.4,0.6
4905,SweetChocolateRicottaParfait,6oz,291,19,64.4,127.8,31.9,9
4906,GlutenFriendlyCornBread,1serving,163,5.7,15.1,124.4,24.6,3.3
4907,BrownSugarPeachCakeNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4908,PeachCrisp,1pan,7684,225.6,0,739.1,1369.3,75.8
4909,ChocolateCherryBlondieNutritionalInformationisnotavailableforthisrecipe.,,,,,,,
4910,ZucchiniMuffins,1dz,2580,140.3,257,1325.8,293.6,40.5
4911,Blondiebase,1LB,1891,84.4,385.6,1729.2,260,21.1
4912,BarAsst,1each,489,27.3,92.9,163.9,58.1,4.3
4913,Blondies,1sheet,19559,1090.6,3716.8,6557.6,2325.8,171.9
4914,BlondieBase,1LB,1945,95.6,542.9,780.2,251,19.9
4915,M&MBar,1sheet,15026,716,3411.1,5190.1,1977,148.1
4916,ButterscotchCoconutBlondie,1sheet,17197,898.9,3349.5,5954.3,2137.1,138.3
4917,WhiteChocolateOatmealBar,1sheet,13281,616.2,3348,4830.2,1748.1,179.5
4918,GermanChocolateBar,1sheet,24767,1579.1,3716.8,6605.2,2472.9,260.7
4919,ChocolateChipCoconutBlondie,1sheet,17051,881.9,3350.2,6026.2,2131.5,147.3
4920,BrownSugarOatmealSquares,1sheet,16610,674.5,4016.5,3443,2415.9,260
4921,RawChocChunk,1LB,2017,106.2,259.6,1269.4,263.1,23.7
4922,WhiteChocolateMacadamia,1lb,2258,143.3,217.3,655.3,232.9,25.9
4923,1-2-3Dough,1LB,2121,118.7,431.5,38.3,231.8,27.6
4924,PieDough,1LB,2200,150.8,0,2442.2,181.6,18.9
4925,ChocolateChipCookie,1dz,1714,77.4,247.7,1193.5,235.7,15
4926,ContractPeanutButterCookie,1LB,2064,109.1,0,609.6,255.1,21.9
4927,SugarCookieContract,1LB,1797,79.2,129.9,662.7,258.9,23.2
4928,AlmondCookieContract,1LB,1923,89.3,128.7,656,261.1,27.6
4929,ButterscotchCookieContract,1LB,2135,109.4,202.9,406,280.8,16.1
4930,OatmealCookieContract,1LB,1845,75.7,91.4,988.3,277,25.1
4931,OrangeCookieContract,1LB,1796,79.3,129.9,662.9,258.9,23.2
4932,LemonCookieContract,1LB,1795,79.2,129.9,663.1,258.9,23.2
4933,CoconutCookieContract,1LB,1714,67.3,19,907.3,262.2,19.2
4934,DoubleChocolateChipCookie,1LB,2128,112.2,192.9,398.1,269.8,18.9
4935,LowFatChocolateChipCookie,1LB,1658,58.2,142.9,555,267.8,20
4936,PeanutButterCookieLarge,1LB,1710,95.9,181.2,296.5,201.8,21.8
4937,OatmealRaisinCookie,1LB,1846,74.9,446.3,382.6,268.4,28.9
4938,LinzerDough,1LB,1970,101,372.9,48.3,238.7,27.1
4939,ChocolateCreamCake,1lb,1673,93.4,360.8,2048.4,194.9,23.2
4940,OatmealQuinoaCookies,1dz,1401,55.3,342.1,796.5,202.3,24.8
4941,AngelFoodCake,1LB,1018,0,0,3957.5,235.5,20.4
4942,ChocolateSpongeCake,1LB,1497,76,619.5,1545.1,180.1,30.3
4943,SpongeCake,1LB,1483,73,622.4,814.8,181.7,28.6
4944,GanacheCake,1LB,1412,68.3,383.4,635.3,194,15
4945,ItalianCreamCake,1LB,1561,71.8,400.3,699.4,206.5,20.4
4946,ChiffonCake,1LB,846,49.8,391.5,526.6,88,15.1
4947,SourCreamCake,1LB,1369,58.1,335.7,767.9,189.1,23.7
4948,Struessel,1LB,2118,101.1,0,531,287.8,20.8
4949,YogurtCake,1LB,1699,94.9,364.9,1890.6,196.4,25.5
